Isolate name;Standardized name;Isolation;Ecological origins;Geographical origins;HO deletion;Plasmid class;Plasmid CN;Ploidy;Aneuploidies;Zygosity;Total number of SNPs;Proportion of clean heterozygous SNPs (whole dataset);Number of singletons;Mean coverage;Clades;MTA (no distribution);Collection / Provider;Reference
CBS2444;AGC;Distillery;Distillery;Seagrams distillery, Louisville, Kentucky;yes;A;17;1;"aneu;+1*1;+1*5;+1*10;+1*11;";heterozygous;50,356;10.2;499;85;No data;;CBS collection (Nguyen H.V.);
4.5_WLP530;CFC;Carlsberg Beer, Abbey ale yeast (Westmalle brewery);Beer;Westmalle, Belgium;no;A;85;4;"aneu;-1*12;";heterozygous;84,295;68.9;2,228;216;11. Ale beer ;;Carlsberg;
CBS6308;AGB;Brewer yeast, Yorkshire type;Beer;South Yorkshire, UK;no;A;111;2;euploid;heterozygous;57,000;40.9;437;60;11. Ale beer ;;CBS collection (Nguyen H.V.);
CECT1462;ATV;Beer;Beer;UK;no;A;153;4;euploid;heterozygous;79,605;63.4;2,043;88;11. Ale beer ;;CECT collection;
CBS2165a;AAC;Brewers;Beer;England;no;A;14;2;euploid;heterozygous;66,697;38.0;1,966;271;11. Ale beer ;;CBS collection (Nguyen H.V.);
NCYC_1187;CBR;Ale strain;Beer;UK;no;A;168;4;euploid;heterozygous;83,141;63.9;80;150;11. Ale beer ;;National Collection of Yeast Cultures (NCYC)(Stephen A James and Ian Roberts);
1.6_Safale_S40;CFG;Carlsberg Beer;Beer;UK;no;A;106;4;"aneu;-1*6;";heterozygous;84,065;63.6;196;276;11. Ale beer ;;Carlsberg;
Nottingham_ale_1.8_Lallemand;CFH;Carlsberg Beer;Beer;UK;no;A;119;4;"aneu;-1*1;-1*7;";heterozygous;83,187;64.1;413;222;11. Ale beer ;;Carlsberg;
CBS1248;AEC;Brewers yeast;Beer;NA;no;A;23;Xn;NA;heterozygous;78,687;59.1;1,961;111;11. Ale beer ;;CBS collection (Nguyen H.V.);
1.3_Safale_US05;CFD;Carlsberg Beer, American Ale yeast;Beer;USA;no;A;63;4;"aneu;-1*1;-1*5;+1*6;-1*12;";heterozygous;74,644;50.3;343;190;11. Ale beer ;;Carlsberg;
5.5_WLP090;CFM;"Carlsberg Beer, ""San Diego Super Yeast""";Beer;San Diego, USA;no;A;70;4;"aneu;-1*1;-1*5;-1*9;";heterozygous;75,244;51.3;502;258;11. Ale beer ;;Carlsberg;
CBS1230;AQT;Beer;Beer;Belgium;no;A;109;3;"aneu;+1*6;";heterozygous;69,879;44.4;1,314;232;11. Ale beer ;;CBS collection;
DBVPG6694;BRP;Artois Peterman beer;Beer;Belgium;no;A;60;4;"aneu;+1*1;-1*3;";heterozygous;78,549;57.6;481;302;11. Ale beer ;;DBVPG collection (Benedetta Turchetti and Pietro Buzzini);
DBVPG6693;BSI;Beer;Beer;Belgium;no;A;176;4;"aneu;+1*1;+1*9;-1*14;";heterozygous;74,184;52.7;263;259;11. Ale beer ;;DBVPG collection (Benedetta Turchetti and Pietro Buzzini);
CBS1171;AEB;Brewers top yeast;Beer;Oranjeboom brewery, Rotterdam, Netherlands;no;A;112;4;"aneu;+1*1;+1*2;+1*15;";heterozygous;74,793;52.0;137;212;11. Ale beer ;;CBS collection (Nguyen H.V.);
CLIB227;ASH;Beer holland;Beer;Netherlands;no;A;122;4;"aneu;-1*1;-1*5;-1*7;-1*8;+1*9;-1*14;+1*16;";heterozygous;71,496;48.7;34;149;11. Ale beer ;;CLIB collection (Serge Casaregola);
CCY_21-4-106;BBG;River water (Morava);Water;Devinska Nova Ves, Slovakia;no;A;184;4;"aneu;-1*1;-1*6;-1*8;-1*10;-1*14;-1*16;";heterozygous;71,763;47.7;78;230;11. Ale beer ;;Culture collection of Yeast (Renata Vadkertiova);
DBVPG6695;BRQ;Orval Trappist beer;Beer;Belgium;no;A;110;4;"aneu;-1*1;-1*5;+2*9;-1*10;+1*13;";heterozygous;75,749;54.5;296;331;11. Ale beer ;;DBVPG collection (Benedetta Turchetti and Pietro Buzzini);
UCD_06-645;CGC;Female olive fly, surface sterilized, smashed, plated on RBCA;Fruit;Davis, CA, UCD;no;A;135;4;euploid;heterozygous;79,147;59.0;387;302;11. Ale beer ;;Phaff collection;
SM8.3.M5;CNC;Bioethanol;Bioethanol;Brazil;no;B;124;2;euploid;heterozygous;70,376;54.4;1,529;217;M3. Mosaic region 3 ;;IBB-Unesp (Ana Teresa B. F. Antonangelo );13
2720;BMQ;Blood;Human, clinical;La Fe Hospital,Valencia, Spain;no;B;11;2;"aneu;+1*1;+1*6;+1*7;+1*9;+1*11;+1*12;+1*13;";heterozygous;53,504;65.6;1,844;58;M3. Mosaic region 3 ;;Instituto de Agroquímica y Tecnología de los Alimentos (IATA)-CSIC (Amparo Querol);
YJM269_1b;ACN;Red Blauer Portugieser grapes;Wine;Austria;yes;A;23;1;euploid;homozygous;23,030;0.0;19;191;M3. Mosaic region 3 ;;Kruglyak Laboratory;1
1;CBK;Chalcidoidea  ;Insect;Schleswig-Holstein;no;A;35;1;euploid;homozygous;29,204;2.3;3;233;M3. Mosaic region 3 ;;Max Planck Institute for Evolutionary Biology (Duncan Greig);
2;CBL;Chalcidoidea  ;Insect;Schleswig-Holstein;no;A;13;2;euploid;heterozygous;62,006;91.1;7;189;M3. Mosaic region 3 ;;Max Planck Institute for Evolutionary Biology (Duncan Greig);
DBVPG6044;AKI;Bili wine;Wine;West Africa;no;A;12;2;euploid;homozygous;61,663;0.0;8;175;M3. Mosaic region 3 ;;DBVPG collection (Benedetta Turchetti and Pietro Buzzini);
Y55_1b;ADA;Wine;Wine;France;yes;A;19;1;euploid;homozygous;62,285;0.0;5;267;M3. Mosaic region 3 ;;Kruglyak Laboratory;1
YJM627;ATE;Seg. Y55;Unknown;France;no;A;91;2;euploid;homozygous;62,289;0.0;2;256;M3. Mosaic region 3;;Washington University School of Medicine (Justin C Fay);5
3;CBM;Chalcidoidea  ;Insect;Forest of Nehmten in Schleswig-Holstein;no;A;12;2;euploid;heterozygous;62,734;87.9;13;250;M3. Mosaic region 3;;Max Planck Institute for Evolutionary Biology (Duncan Greig);
EM93_3;ACA;Rotting fig;Fruit;California, USA;yes;A;21;1;euploid;homozygous;25,551;0.0;0;230;M3. Mosaic region 3;;Kruglyak Laboratory;1
TL229S2.2;ACB;Cheese;Dairy;France;yes;A;21;1;euploid;homozygous;25,605;0.0;5;249;M3. Mosaic region 3;;Kruglyak Laboratory;1
DBVPG6350;BRL;UC Berkeley;Unknown;USA;no;A;7;1;"aneu;+1*11;";homozygous;17,881;4.4;132;184;M3. Mosaic region 3;;DBVPG collection (Benedetta Turchetti and Pietro Buzzini);
CBS7765;ADT;Salmo gairdneri (rainbow trout);Nature;Sweden, Goteborg;yes;A;1;1;euploid;homozygous;100;0.0;12;267;M3. Mosaic region 3;;CBS collection (Nguyen H.V.);
W303;SACE_GAV;Lab strain;Lab strain;NA;no;A;57;2;euploid;homozygous;7,951;0.0;16;19;M3. Mosaic region 3;;EUROFAN;6
YJM1381;SACE_YCE;Rum fermentation;Distillery;Trinidad;no;B;85;2;euploid;homozygous;50,506;0.0;1,122;316;M3. Mosaic region 3;;Phaff collection;2
YJM1386;SACE_YCH;Sugar cane;Nature;Jamaica;no;B;49;2;euploid;homozygous;53,201;0.0;585;45;M3. Mosaic region 3;;Phaff collection;2
NCYC_2966;CLG;Feces;Human, clinical;Nottingham, UK;no;B;6;2;euploid;heterozygous;71,760;57.2;1,806;268;M3. Mosaic region 3;;National Collection of Yeast Cultures (NCYC)(Stephen A James and Ian Roberts);
MTF2546;CQC;Cocoa bean fermentation;Fermentation;West Africa;no;none;0;2;euploid;heterozygous;60,620;21.9;10;259;12. West African cocoa ;;The Royal Veterinary and Agricultural University (Lene Jespersen);21
MTF2547;CQD;Cocoa bean fermentation;Fermentation;West Africa;no;none;0;2;euploid;heterozygous;60,680;21.9;10;281;12. West African cocoa ;;The Royal Veterinary and Agricultural University (Lene Jespersen);21
MTF2550;CQG;Cocoa bean fermentation;Fermentation;West Africa;no;A;6;2;euploid;heterozygous;67,960;21.4;587;231;12. West African cocoa ;;The Royal Veterinary and Agricultural University (Lene Jespersen);21
MTF2552;CQI;Cocoa bean fermentation;Fermentation;West Africa;no;A;6;2;euploid;heterozygous;69,228;26.8;782;268;12. West African cocoa ;;The Royal Veterinary and Agricultural University (Lene Jespersen);21
MTF2551;CQH;Cocoa bean fermentation;Fermentation;West Africa;no;none;0;2;euploid;heterozygous;64,122;31.5;20;254;12. West African cocoa ;;The Royal Veterinary and Agricultural University (Lene Jespersen);21
MTF2554;CQL;Cocoa bean fermentation;Fermentation;West Africa;no;none;0;2;euploid;heterozygous;65,042;34.7;5;215;12. West African cocoa ;;The Royal Veterinary and Agricultural University (Lene Jespersen);21
AY529516;ANN;Cocoa bean fermentation;Fermentation;Ghana;no;none;0;2;euploid;heterozygous;64,415;36.5;1;207;12. West African cocoa ;;The Royal Veterinary and Agricultural University (Lene Jespersen);21
MTF2555;CQM;Cocoa bean fermentation;Fermentation;West Africa;no;none;0;2;euploid;heterozygous;64,947;36.4;6;272;12. West African cocoa ;;The Royal Veterinary and Agricultural University (Lene Jespersen);21
MTF2548;CQE;Cocoa bean fermentation;Fermentation;West Africa;no;none;0;2;euploid;heterozygous;63,365;33.1;9;215;12. West African cocoa ;;The Royal Veterinary and Agricultural University (Lene Jespersen);21
MTF2553;CQK;Cocoa bean fermentation;Fermentation;West Africa;no;none;0;2;euploid;heterozygous;60,388;24.4;25;298;12. West African cocoa ;;The Royal Veterinary and Agricultural University (Lene Jespersen);21
MTF2549;CQF;Cocoa bean fermentation;Fermentation;West Africa;no;none;0;2;euploid;heterozygous;60,318;22.5;31;266;12. West African cocoa ;;The Royal Veterinary and Agricultural University (Lene Jespersen);21
MTF2556;CQN;Cocoa bean fermentation;Fermentation;West Africa;no;none;0;2;euploid;heterozygous;61,386;27.4;22;222;12. West African cocoa ;;The Royal Veterinary and Agricultural University (Lene Jespersen);21
MTF2557;CQP;Cocoa bean fermentation;Fermentation;West Africa;no;none;0;2;euploid;heterozygous;60,014;20.7;234;286;12. West African cocoa ;;The Royal Veterinary and Agricultural University (Lene Jespersen);21
CLQCA_04-021;AKQ;Beetle;Insect;Los Rios, Ecuador;no;none;0;2;euploid;homozygous;52,138;0.0;464;224;M3. Mosaic region 3 ;;National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga);
CLQCA_09-001;AKS;Flower (Opuntia sp.);Flower;Imbabura, Ecuador;no;A;8;2;euploid;homozygous;55,664;0.0;219;207;M3. Mosaic region 3 ;;National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga);
CLQCA_18-003;ALG;Cocoa fruit;Fruit;Sucumbios, Ecuador;no;none;0;2;euploid;homozygous;51,601;0.0;243;226;M3. Mosaic region 3 ;;National Collection of Yeast Cultures (NCYC)(Stephen A James) and Colección de Levaduras Quito Católica (CLQCA)(Enrique Javier Carvajal Barriga);
YJM454_1b;ABH;Human, clinical ;Human, clinical;NA;yes;A;19;1;euploid;homozygous;53,845;0.0;77;183;M3. Mosaic region 3 ;;Kruglyak Laboratory;1
YJM456;SACE_YAN;Unknown;Human, clinical;California, USA;no;A;103;2;euploid;homozygous;42,954;0.0;4;108;M3. Mosaic region 3 ;;Phaff collection;2
YJM1338;SACE_YBZ;Sour fig;Fruit;Maryland, USA;no;A;50;2;euploid;homozygous;54,838;0.0;92;208;M3. Mosaic region 3 ;;Phaff collection;2
ZP_611;BTI;Quercus robur;Tree;Canada, Vancouver,;no;A;5;2;euploid;homozygous;58,106;0.0;329;315;M3. Mosaic region 3 ;;Faculdade de Ciências e Tecnologia of Universidade NOVA de Lisboa (FCT-NOVA)(José Paulo Sampaio);
UCD_05-780;CGB;Beetle from infested Prunus bokhariensis, walk plate on RBCA.  No mold on plate.  Prunus bokhariensis Type Botanky E-1-18;Insect;Winters, CA Wolfskill USDA Prunus germplasm collection, ;no;A;78;2;euploid;homozygous;53,627;0.0;30;211;M3. Mosaic region 3;;Phaff collection (?);
YJM1527;SACE_YDG;Prune;Fruit;California, USA;no;A;110;2;euploid;homozygous;46,033;0.0;7;65;M3. Mosaic region 3;;;2
YJM653_1b;ABI;Brochoalveolar lavage;Human, clinical;USA;yes;B;29;1;euploid;homozygous;51,490;0.0;113;208;M3. Mosaic region 3;;Kruglyak Laboratory;1
YJM681;SACE_YAT;Unknown;Human, clinical;California, USA;no;B;90;2;euploid;homozygous;51,525;0.0;134;44;M3. Mosaic region 3;;Phaff collection;2
D3742;BSK;Spoiled ice tea;Unknown;France;no;B;29;2;euploid;heterozygous;65,669;45.4;596;250;M3. Mosaic region 3;;National Collection of Yeast Cultures (NCYC)(Stephen A James and Ian Roberts);
384103A;BMD;Human;Human;RVI Newcastle, UK;no;B;21;2;euploid;heterozygous;70,978;58.9;643;285;M3. Mosaic region 3;;National Collection of Yeast Cultures (NCYC)(Stephen A James, Donald Mackenzie and Ian Roberts);
YJM320b;AAV;Blood;Human, clinical;California, USA;yes;B;22;1;euploid;homozygous;50,886;0.0;1;188;M3. Mosaic region 3;;Kruglyak Laboratory;1
DBVPG6874;BRV;Human;Human, clinical;USA ;no;B;22;2;euploid;heterozygous;65,653;39.7;51;277;M3. Mosaic region 3;;DBVPG collection (Benedetta Turchetti and Pietro Buzzini);
YJM541;SACE_YAP;Unknown;Human, clinical;California, USA;no;B;85;2;"aneu;+1*9;";homozygous;52,869;0.0;13;73;M3. Mosaic region 3;;Phaff collection;2
YJM554;SACE_YAQ;Unknown;Human, clinical;California, USA;no;B;59;2;euploid;homozygous;53,947;0.0;22;69;M3. Mosaic region 3;;Phaff collection;2
YJM555;SACE_YAR;Unknown;Human, clinical;California, USA;no;B;42;2;euploid;homozygous;50,682;0.0;130;131;M3. Mosaic region 3;;Phaff collection;2
YJM678_1b;ABK;Unknown;Human, clinical;NA;yes;none;0;1;euploid;homozygous;49,537;0.0;29;202;M3. Mosaic region 3;;Kruglyak Laboratory;1
YJM682;SACE_YAU;Unknown;Human, clinical;Texas, USA;no;B;74;2;euploid;homozygous;49,259;0.0;18;67;M3. Mosaic region 3;;Phaff collection;2
YJM326_b;ABA;Human, clinical ;Human, clinical;California, USA;yes;B;25;1;euploid;homozygous;50,836;0.0;35;217;M3. Mosaic region 3;;Kruglyak Laboratory;1
YJM683;SACE_YAV;Unknown;Human, clinical;Texas, USA;no;none;0;2;euploid;homozygous;51,208;0.0;45;106;M3. Mosaic region 3;;Phaff collection;2
YJM145_b;AAS;AIDS patient;Human, clinical;USA;yes;A;37;1;euploid;homozygous;52,302;0.0;145;177;M3. Mosaic region 3;;Kruglyak Laboratory;1
YJM280_b;AAT;Peritoneal fluid;Human, clinical;USA;yes;B;24;1;"aneu;+1*1;";homozygous;53,723;0.0;207;201;M3. Mosaic region 3;;Kruglyak Laboratory;1
YJM440_1b;ABG;Human, clinical ;Human, clinical;NA;yes;A;29;1;euploid;homozygous;53,538;0.0;128;177;M3. Mosaic region 3;;Kruglyak Laboratory;1
YJM450;SACE_YAK;Unknown;Human, clinical;California, USA;no;A;62;2;euploid;homozygous;53,367;0.0;143;153;M3. Mosaic region 3;;Phaff collection;2
ATCC_38618:2-2;CEN;Concentrated orange juice;Fruit;NA;no;B;212;2;"aneu;+1*11;+1*13;";heterozygous;51,817;0.1;141;199;M3. Mosaic region 3;;State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.);
YJM689;SACE_YAW;Unknown;Human, clinical;Texas, USA;no;none;0;2;euploid;homozygous;49,427;0.0;251;36;M3. Mosaic region 3;;Phaff collection;2
YJM1190;SACE_YBJ;Unknown;Human, clinical;Michigan, USA;no;B;87;2;euploid;homozygous;38,681;0.0;100;31;M3. Mosaic region 3;;Phaff collection;2
YJM1199;SACE_YBK;Unknown;Human, clinical;Michigan, USA;no;B;101;2;euploid;homozygous;54,843;0.0;79;42;M3. Mosaic region 3;;Phaff collection;2
YJM1202;SACE_YBL;Unknown;Human, clinical;Michigan, USA;no;B;79;2;euploid;homozygous;54,837;0.0;178;455;M3. Mosaic region 3;;Phaff collection;2
YJM1304;SACE_YBT;Unknown;Human, clinical;Texas, USA;no;B;104;2;euploid;homozygous;54,208;0.0;306;526;M3. Mosaic region 3;;Phaff collection;2
CLIB208_1;ADK;Bakery;Bakery;Shanaong, China;no;A;70;2;"aneu;-1*9;";heterozygous;63,171;41.2;1,957;224;M3. Mosaic region 3;;CLIB collection;1
378604X;SACE_MAB;Clinical sputum;Human, clinical;Newcastle, UK;no;B;17;2;euploid;homozygous;47,666;0.0;596;46;M3. Mosaic region 3;;;17
malade 3285/11-2-4;CKA;Bronchoalveolar lavage (therapy isolate);Human, clinical;Paris, France, H3;no;A;1;2;euploid;heterozygous;62,400;43.5;650;183;M3. Mosaic region 3;;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
CBS1544;AGP;Juice;Fruit;Netherlands;yes;none;0;1;"aneu;+1*1;+1*9;";heterozygous;51,572;4.9;159;287;M3. Mosaic region 3;;CBS collection (Nguyen H.V.);
YJM1549;SACE_YDH;Fermenting fruit juice;Fermentation;Netherlands;no;none;0;2;"aneu;+1*1;+1*6;+1*11;";homozygous;49,737;0.0;152;233;M3. Mosaic region 3;;;2
SC 32 F. Dromer IP;CHS;Feces;Human, clinical;France;no;B;122;2;euploid;heterozygous;60,498;37.5;5;221;M3. Mosaic region 3;;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
SC 33 F. Dromer IP;CHT;Feces;Human, clinical;France;no;B;88;2;euploid;heterozygous;61,535;38.4;31;286;M3. Mosaic region 3;;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
YJM428_1b;ABD;Paracenteis fluid;Human, clinical;California, USA;no;B;36;2;"aneu;+2*16;";homozygous;49,343;0.0;7;206;M3. Mosaic region 3;;Kruglyak Laboratory;1
YJM308;ATC;Clinical;Human, clinical;NA;no;B;107;2;"aneu;+1*11;";heterozygous;64,818;53.2;217;200;M3. Mosaic region 3;;Washington University School of Medicine (Justin C Fay);5
YJM339;ATD;Clinical;Human, clinical;NA;no;B;115;2;euploid;homozygous;50,732;0.0;247;201;M3. Mosaic region 3;;Washington University School of Medicine (Justin C Fay);5
DBVPG6696;ANA;Banana wine;Wine;Burundi;no;none;0;2;"aneu;+1*12;";heterozygous;63,774;7.3;4,652;247;M3. Mosaic region 3;;DBVPG collection (Benedetta Turchetti and Pietro Buzzini);
IMB-53;BBL;Beetle Mimela aurata (Coleoptera, Rutelinae);Insect;Platanus orientalis forest, in Belasista Mountain, near Kamena Village in Bulgaria;no;none;0;2;"aneu;+1*5;+1*8;+1*9;+1*12;+1*14;";homozygous;62,200;0.0;3,333;296;M3. Mosaic region 3;;Bulgarian Academy of Science (Dilnora Gouliamova);
N37-1A;CDC;Exudate of Quercus robur;Tree;Botanical Garden, Novosibirsk, Siberia, Russia;no;none;0;2;"aneu;-1*5;";homozygous;63,582;0.0;803;234;M3. Mosaic region 3;;State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.);
N38-4A;CDD;Exudate of Quercus robur;Tree;Botanical Garden, Novosibirsk, Siberia, Russia;no;none;0;2;euploid;homozygous;63,187;0.0;227;221;M3. Mosaic region 3;;State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.);
N39-7A;CDE;Exudate of Quercus robur;Tree;Novosibirsk, Siberia, Russia;no;none;0;2;euploid;homozygous;63,268;0.0;278;202;M3. Mosaic region 3;;State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.);
997;CPC;Apricot pulp;Fruit;Hungary;no;C;15;2;euploid;heterozygous;73,341;54.6;1,818;203;M3. Mosaic region 3;;Instituto de Agroquímica y Tecnología de los Alimentos (IATA)-CSIC (Amparo Querol);
269521J;BMF;Human;Human;RVI Newcastle, UK;no;B;158;2;"aneu;+1*1;";heterozygous;75,631;57.8;2,147;308;M3. Mosaic region 3;;National Collection of Yeast Cultures (NCYC)(Stephen A James, Donald Mackenzie and Ian Roberts);
malade 98 2601;CKN;Feces, clinical;Human, clinical;Amiens, France;no;A;87;2;euploid;heterozygous;76,104;65.8;955;196;M3. Mosaic region 3;;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
PB11;CIG;Feces;Human, clinical;Netherlands;no;A;39;2;euploid;heterozygous;65,549;48.8;75;246;M3. Mosaic region 3;;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
PB15;CIL;Feces;Human, clinical;Netherlands;no;A;74;2;euploid;heterozygous;68,647;53.9;99;194;M3. Mosaic region 3;;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
CBS428a;AAG;Unknown;Unknown;NA;yes;C;27;1;euploid;homozygous;55,875;0.0;383;213;M3. Mosaic region 3;;CBS collection (Nguyen H.V.);
CBS6333;AHA;Rotting banana (from Musa sapientum);Fruit;Costa Rica;yes;C;30;1;euploid;homozygous;52,500;0.0;330;194;M3. Mosaic region 3;;CBS collection (Nguyen H.V.);
PB13;CII;Sputum;Human, clinical;Netherlands;no;B;69;2;euploid;heterozygous;70,156;53.3;85;173;M3. Mosaic region 3;;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
PB14;CIK;Sputum;Human, clinical;Netherlands;no;B;70;2;"aneu;+1*11;";heterozygous;70,838;54.0;65;208;M3. Mosaic region 3;;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
NCYC_2798;BTA;Clinical isolate, AIDS patient;Human, clinical;Germany;no;none;0;3;euploid;heterozygous;83,228;67.8;1,525;217;M3. Mosaic region 3;;National Collection of Yeast Cultures (NCYC)(Stephen A James and Ian Roberts);
#36;BDC;Evolution canyon;Nature;Israel;no;B;61;2;"aneu;+1*1;";heterozygous;67,299;41.3;41;239;M3. Mosaic region 3;;Comenius University in Bratislava (Josef Nosek)  and University of Haifa (Eviatar Nevo);16
#57;BDF;Evolution canyon;Nature;Israel;no;B;62;2;"aneu;+1*1;";heterozygous;66,092;37.7;8;227;M3. Mosaic region 3;;Comenius University in Bratislava (Josef Nosek)  and University of Haifa (Eviatar Nevo);16
#58;BDG;Evolution canyon;Nature;Israel;no;B;38;2;"aneu;+1*1;";heterozygous;66,112;37.9;9;229;M3. Mosaic region 3;;Comenius University in Bratislava (Josef Nosek)  and University of Haifa (Eviatar Nevo);16
B10-1;CHQ;Levain from organic flour;Bakery;Forcalquier;no;none;0;2;euploid;heterozygous;73,855;53.2;2,187;277;M3. Mosaic region 3;yes;INRA Moulon, France (Sicard D.);
21-4-114;ALR;Leaves of peach tree (Prunus armeniaca);Tree;Male levare, Slovakia;no;B;28;3;"aneu;+1*9;+1*11;+1*12;";heterozygous;81,176;63.1;3,288;222;M3. Mosaic region 3;;Culture collection of Yeast (Renata Vadkertiova);
CBS1394;AEL;Distillery;Distillery;NA;no;A;48;2;euploid;heterozygous;72,219;45.8;1,220;213;M3. Mosaic region 3;;CBS collection (Nguyen H.V.);
CBS2441;AEE;Distillery;Distillery;NA;no;A;116;3;"aneu;+2*1;+1*5;+1*8;+1*9;";heterozygous;77,418;49.0;797;223;M3. Mosaic region 3;;CBS collection (Nguyen H.V.);
CBS1239;ARA;Distillery;Distillery;NA;no;A;171;4;"aneu;+1*1;+1*8;+1*15;";heterozygous;78,741;49.4;1,402;226;M3. Mosaic region 3;;CBS collection (Nguyen H.V.);
CBS1254;ARB;Bakery;Bakery;NA;no;A;129;4;"aneu;+1*8;-1*10;";heterozygous;76,486;49.1;1,008;241;M3. Mosaic region 3;;CBS collection (Nguyen H.V.);
77;BTB;Baker's yeast;Bakery;NA;no;A;137;3;"aneu;+1*1;";heterozygous;75,015;46.7;1,342;211;M3. Mosaic region 3;;National Collection of Yeast Cultures (NCYC)(Stephen A James and Ian Roberts);
Y1;ATB;Mushroom;Nature;NA;no;B;91;3;euploid;heterozygous;84,272;71.5;1,331;215;M3. Mosaic region 3;;Washington University School of Medicine (Justin C Fay);5
